state,client Name,client Lastname,employee,date,Observations,createdBy,modifyBy,products;;;
2,Everard,Gleasane,Juan Lopez,2020-11-30 22:48:00,id,smcilroyni,cfeakni,#P846,#P153,#P736,#P263
2,Lorin,MacVean,Juan Lopez,2020-12-27 13:27:00,sem sed,tfinckenh,adearellnh,#P845,#P154,#P735,#P264
3,Franchot,Lombard,Juan Lopez,2020-09-30 20:56:00,tsoughtonng,tborgbartolong,#P844,#P155,#P962,#P37,
2,Dewitt,Billiard,Juan Lopez,2021-01-11 15:07:00,consectetuer adipiscing elit proin interdum,tjeandelnf,rstilgonf,#P843,#P156,#P734,#P265
2,Elenore,Syratt,Juan Lopez,2020-12-1 12:35:00,proin risus praesent lectus,fkarlemanne,cbeattiene,#P842,#P157,#P733,#P266
1,Olimpia,Petticrow,Juan Lopez,2020-10-25 18:15:00,etiam vel augue,esnasdellnd,gsatyfordnd,#P841,#P158,#P464,#P535
2,Pattin,Klimentyonok,Juan Lopez,2021-01-15 18:16:00,ut suscipit,egoymernc,smorefieldnc,#P840,#P159,#P732,#P267
0,Hastie,Yakushkev,Felipe Soto,2021-03-6 12:03:00,potenti cras,tkoopmanrb,lexpositorb,#P983,#P16,#P233,#P766
2,Moises,Mosconi,Felipe Soto,2020-09-19 23:19:00,bgoodreadnb,wbrunelleschinb,#P839,#P160,#P731,#P268,
1,Gustavo,Harnor,Felipe Soto,2020-06-27 18:11:00,curabitur in libero ut,nbirranena,bcobbna,#P838,#P161,#P463,#P536
2,Emlynn,Prisley,Felipe Soto,2020-10-9 15:59:00,justo pellentesque,ascholtzn9,rmarien9,#P837,#P162,#P730,#P269
1,Thornton,McCrisken,Felipe Soto,2020-06-7 18:21:00,ridiculus,mbernardn8,hedlingn8,#P836,#P163,#P462,#P537
2,Truman,Crother,Felipe Soto,2020-09-25 21:48:00,et ultrices,ulightwingn7,cclistn7,#P835,#P164,#P729,#P270
2,Bennie,Schwanden,Felipe Soto,2020-04-20 21:59:00,lharkn6,mmitchelhilln6,#P834,#P165,#P728,#P271,
3,Devondra,Sharratt,Felipe Soto,2021-03-22 21:40:00,consectetuer adipiscing elit,dmoggn5,harnown5,#P833,#P166,#P961,#P38
2,Edvard,Shwenn,Felipe Soto,2020-07-25 16:09:00,est,rivanovn4,hgorbelln4,#P832,#P167,#P727,#P272
1,Nolie,Kellet,Felipe Soto,2020-04-12 23:52:00,vulputate luctus cum sociis,sbramleyn3,dvasyushkhinn3,#P831,#P168,#P461,#P538
2,Leshia,D'Ruel,Felipe Soto,2020-10-13 20:53:00,auctor gravida sem praesent,pdimitrijevicn2,lbambern2,#P830,#P169,#P726,#P273
3,Peterus,Yakobowitz,Felipe Soto,2020-07-10 19:57:00,vulputate ut ultrices vel augue,jmoncrieffera,wkitneyra,#P982,#P17,#P998,#P1
1,Romola,Espin,Juan Lopez,2020-04-11 17:31:00,lbudgetn1,grenacn1,#P829,#P170,#P460,#P539,
2,Rodney,Timson,Felipe Soto,2021-02-3 12:08:00,nulla tempus,rfenimoren0,iissacn0,#P828,#P171,#P725,#P274
1,Sammy,Rylstone,Felipe Soto,2020-09-7 19:11:00,dictumst etiam faucibus cursus urna,tloraitmz,rdevoielsmz,#P827,#P172,#P459,#P540
2,Alphard,Fickling,Felipe Soto,2020-09-29 14:48:00,id consequat,pwildashmy,dmaddamsmy,#P826,#P173,#P724,#P275
1,Nikita,Dewar,Felipe Soto,2021-03-14 13:23:00,adipiscing molestie,msheldrakemx,prockhallmx,#P825,#P174,#P458,#P541
0,Rosa,Coyish,Juan Lopez,2020-08-24 14:49:00,in hac habitasse,mmarchantmw,vbatmanmw,#P824,#P175,#P200,#P799
2,Odey,Cotsford,Felipe Soto,2020-12-13 22:50:00,srawsthornemv,mtorticemv,#P823,#P176,#P723,#P276,
1,Reinaldos,Jachimak,Felipe Soto,2020-07-11 23:30:00,rsouzamu,ledgermu,#P822,#P177,#P457,#P542,
2,Nicole,Parkinson,Juan Lopez,2020-05-27 19:31:00,cfarnishmt,mmcglynnmt,#P821,#P178,#P722,#P277,
3,Noella,Pettigree,Felipe Soto,2020-04-21 23:33:00,nam congue,ejanems,gcleynaertms,#P820,#P179,#P960,#P39
0,Friedrich,Marrion,Juan Lopez,2020-07-13 17:32:00,consequat nulla,mbartelr9,jnyssensr9,#P981,#P18,#P232,#P767
1,Sayer,Sillito,Juan Lopez,2020-12-11 22:05:00,gravida,lambrogimr,dfellinimr,#P819,#P180,#P456,#P543
0,Marie-jeanne,Taffs,Felipe Soto,2021-03-6 15:33:00,nibh in lectus pellentesque at,ckruszelnickimq,sshillittomq,#P818,#P181,#P199,#P800
3,Isac,Berrick,Felipe Soto,2020-06-13 23:53:00,est risus auctor sed tristique,mdecruzemp,bweatherallmp,#P817,#P182,#P959,#P40
3,Maurene,Tatlow,Felipe Soto,2020-10-2 21:01:00,vestibulum vestibulum ante ipsum primis,condrusmo,mwhitefootmo,#P816,#P183,#P958,#P41
2,Krysta,Coleshill,Juan Lopez,2020-07-23 17:02:00,dosuairdmn,adowderswellmn,#P815,#P184,#P721,#P278,
1,Jamil,Lucey,Felipe Soto,2020-10-19 13:42:00,lflowersmm,jspringlemm,#P814,#P185,#P455,#P544,
1,Alejandro,Goatcher,Felipe Soto,2021-01-4 21:46:00,orci,jsimnelml,swishamml,#P813,#P186,#P454,#P545
1,Jaquelin,Saing,Felipe Soto,2020-11-6 21:39:00,mmellhuishmk,khadnymk,#P812,#P187,#P453,#P546,
0,Pooh,Leachman,Felipe Soto,2020-07-4 19:36:00,ligula suspendisse ornare consequat,crichtermj,tshillanmj,#P811,#P188,#P198,#P801
1,Luce,Pullar,Felipe Soto,2020-10-30 13:12:00,gwhibleymi,pgliddermi,#P810,#P189,#P452,#P547,
3,Donia,Priddy,Felipe Soto,2020-08-3 14:29:00,sit amet nunc viverra,agarfitr8,correttr8,#P980,#P19,#P997,#P2
3,Cyndy,Haycock,Juan Lopez,2020-05-28 22:21:00,in felis eu sapien,gchazellemh,lmcginnymh,#P809,#P190,#P957,#P42
2,Merla,O'Mannion,Juan Lopez,2021-03-18 18:29:00,lectus in quam fringilla rhoncus,iprewmg,ecleminsonmg,#P808,#P191,#P720,#P279
2,Abba,Spencley,Juan Lopez,2020-05-15 13:50:00,ultricies eu,bgaynemf,mearrymf,#P807,#P192,#P719,#P280
1,Devora,Smales,Juan Lopez,2020-06-12 12:26:00,voverstallme,reastwayme,#P806,#P193,#P451,#P548,
3,Minta,Payne,Juan Lopez,2021-01-26 18:06:00,purus sit,ayousonmd,jbutterismd,#P805,#P194,#P956,#P43
0,Cathie,Frost,Felipe Soto,2020-06-22 21:52:00,pulvinar lobortis,joxtibymc,cdamarellmc,#P804,#P195,#P197,#P802
3,Justino,Beldon,Felipe Soto,2021-03-16 19:53:00,turpis donec posuere metus vitae,ddegiorgimb,bstoditmb,#P803,#P196,#P955,#P44
2,Kacie,Grima,Felipe Soto,2021-01-3 15:18:00,habitasse platea dictumst aliquam augue,tceneyma,gministerma,#P802,#P197,#P718,#P281
1,Henrietta,Shotton,Felipe Soto,2020-08-17 18:02:00,vivamus vestibulum sagittis sapien cum,adenyakinm9,jdurm9,#P801,#P198,#P450,#P549
1,Lemuel,Walczak,Juan Lopez,2021-03-28 20:05:00,at nulla suspendisse,sgrumbridgem8,mangearm8,#P800,#P199,#P449,#P550
1,Scotty,Andresen,Felipe Soto,2020-09-3 20:50:00,dui,blanchberryrp,ajoiceyrp,#P997,#P2,#P505,#P494
3,Bailey,Burnie,Felipe Soto,2021-01-24 21:22:00,quis odio,cmacmenamyr7,sstientonr7,#P979,#P20,#P996,#P3
3,Way,Piggrem,Felipe Soto,2021-03-19 17:47:00,praesent,gjubbm7,istillm7,#P799,#P200,#P954,#P45
2,Adah,Pettifer,Juan Lopez,2020-12-10 17:25:00,volutpat sapien,kweskerm6,ncayleym6,#P798,#P201,#P717,#P282
1,Carla,Kilalea,Juan Lopez,2020-08-9 20:34:00,nullam porttitor,nhayfieldm5,mpolsonm5,#P797,#P202,#P448,#P551
3,Sybil,Ferenczi,Juan Lopez,2020-05-28 14:29:00,orci,salldreadm4,edominom4,#P796,#P203,#P953,#P46
3,Emeline,Denisard,Felipe Soto,2021-01-2 23:55:00,nibh,fdennickm3,keburahm3,#P795,#P204,#P952,#P47
1,Pansie,Brackstone,Juan Lopez,2020-07-15 17:35:00,ligula vehicula,ghansem2,mspoorm2,#P794,#P205,#P447,#P552
3,Julina,Escoffier,Juan Lopez,2020-04-21 22:06:00,non mi integer,mriditchm1,hgaskellm1,#P793,#P206,#P951,#P48
2,Laurie,Roff,Felipe Soto,2020-05-19 12:21:00,velit vivamus vel,lpittmanm0,mmardlem0,#P792,#P207,#P716,#P283
2,Cherrita,Muckian,Felipe Soto,2020-07-21 19:34:00,rutrum nulla tellus in,ejenkynlz,lplatfootlz,#P791,#P208,#P715,#P284
1,Constantin,Shmyr,Felipe Soto,2021-01-20 18:55:00,in consequat,vhassewellly,alippielloly,#P790,#P209,#P446,#P553
0,Herculie,Grundey,Felipe Soto,2020-07-24 17:38:00,kblasettir6,wmegroffr6,#P978,#P21,#P231,#P768,
0,Chloris,Doerrling,Juan Lopez,2020-05-13 15:45:00,faucibus orci,sstrausslx,vhuglelx,#P789,#P210,#P196,#P803
1,Rayna,Cleal,Felipe Soto,2021-02-15 18:22:00,cras mi pede malesuada in,swesleylw,esyreslw,#P788,#P211,#P445,#P554
0,Virginie,Brazear,Felipe Soto,2020-11-1 12:22:00,turpis adipiscing lorem,aroelvinklv,cdeightonlv,#P787,#P212,#P195,#P804
2,Matthew,Savaage,Juan Lopez,2020-07-30 15:26:00,magnis dis parturient montes nascetur,pbeanlu,apechelllu,#P786,#P213,#P714,#P285
3,Laird,Patmore,Felipe Soto,2020-08-20 16:33:00,quis justo maecenas,aclinecklt,jlomathlt,#P785,#P214,#P950,#P49
2,Erhard,O' Hogan,Juan Lopez,2020-11-1 18:53:00,adipiscing elit proin,agrunnillls,streesls,#P784,#P215,#P713,#P286
3,Wyn,Bonin,Felipe Soto,2021-03-20 20:43:00,nulla integer pede justo lacinia,resilmonlr,freckhouselr,#P783,#P216,#P949,#P50
0,Roley,Matts,Felipe Soto,2020-09-10 16:17:00,sgeraudlq,astemplq,#P782,#P217,#P194,#P805,
1,Franzen,Elwill,Felipe Soto,2020-08-16 20:29:00,sem mauris,bstareslp,lmyrielp,#P781,#P218,#P444,#P555
2,Sheri,Leyton,Felipe Soto,2020-05-1 22:27:00,nulla tempus,elinekerlo,rhostanlo,#P780,#P219,#P712,#P287
2,Molly,Mathiassen,Felipe Soto,2020-10-17 15:55:00,fusce lacus purus aliquet,asenechellr5,imetzigr5,#P977,#P22,#P768,#P231
2,Bonnie,Miguel,Felipe Soto,2020-11-3 18:48:00,pede lobortis ligula sit amet,jwyrillln,ccowerdln,#P779,#P220,#P711,#P288
1,Sindee,Fairley,Felipe Soto,2020-09-12 22:11:00,a libero nam dui proin,ggiacomellolm,ctolemachelm,#P778,#P221,#P443,#P556
1,Cynthia,Hawken,Juan Lopez,2020-07-29 20:03:00,quam,bdavidill,hohairell,#P777,#P222,#P442,#P557
0,Norri,Hubbucks,Felipe Soto,2020-08-18 17:34:00,vmccheynelk,hgillbeelk,#P776,#P223,#P193,#P806,
3,Sutherlan,Juza,Juan Lopez,2020-06-22 23:09:00,mi nulla,gdamselllj,dboorerlj,#P775,#P224,#P948,#P51
0,Josefina,Cooney,Felipe Soto,2020-12-25 12:12:00,ipsum,rsanciasli,elefwichli,#P774,#P225,#P192,#P807
0,Debor,Macoun,Felipe Soto,2021-01-30 19:34:00,mattis egestas metus,bgreerlh,mshillittolh,#P773,#P226,#P191,#P808
3,Saraann,Huygens,Felipe Soto,2020-04-7 17:52:00,sapien cum sociis,fdelabarrelg,mstarielg,#P772,#P227,#P947,#P52
2,Dollie,Dobbson,Felipe Soto,2020-10-23 22:34:00,rhoncus aliquam lacus morbi,growlingslf,rlehrianlf,#P771,#P228,#P710,#P289
3,Eunice,Imlaw,Felipe Soto,2020-08-23 17:37:00,sem praesent id,mmakinle,vpurtonle,#P770,#P229,#P946,#P53
0,Jobey,Kemery,Felipe Soto,2020-08-14 17:47:00,metus vitae ipsum aliquam,kgoldsr4,mtarrenr4,#P976,#P23,#P230,#P769
0,Curry,Cradock,Juan Lopez,2020-05-17 22:39:00,risus auctor,sberthotld,agambellld,#P769,#P230,#P190,#P809
1,Godfrey,Syrad,Juan Lopez,2021-02-7 23:42:00,eleifend donec,bgeraghtylc,rhaylocklc,#P768,#P231,#P441,#P558
1,Correna,Casterot,Juan Lopez,2020-06-25 19:55:00,augue quam sollicitudin vitae,scristoferilb,gkembleylb,#P767,#P232,#P440,#P559
2,Sherwin,Capineer,Juan Lopez,2021-03-20 21:44:00,ut nunc vestibulum,zaldcornela,bwilcockesla,#P766,#P233,#P709,#P290
1,Katinka,Chill,Felipe Soto,2020-10-22 13:22:00,sed magna at,garletl9,tivel9,#P765,#P234,#P439,#P560
2,Rae,Leggen,Felipe Soto,2020-04-16 19:31:00,rutrum,natterleyl8,pdreghornl8,#P764,#P235,#P708,#P291
1,Cherilyn,Francke,Felipe Soto,2020-05-5 19:46:00,velit,hchasemorel7,gpavial7,#P763,#P236,#P438,#P561
0,Lindy,Millier,Felipe Soto,2021-01-1 13:05:00,sem praesent id massa id,qhawsonl6,akileyl6,#P762,#P237,#P189,#P810
3,Zoe,Fidgett,Felipe Soto,2020-04-20 13:19:00,non,fbrucel5,swestfieldl5,#P761,#P238,#P945,#P54
2,Pansie,O' Cuolahan,Juan Lopez,2020-07-21 12:58:00,tempus vivamus in felis eu,sgreathaml4,imarklinl4,#P760,#P239,#P707,#P292
2,Tandi,Betteriss,Felipe Soto,2020-12-26 17:10:00,nisl,loleksiakr3,jguislinr3,#P975,#P24,#P767,#P232
3,Ellary,Millea,Juan Lopez,2020-04-30 19:23:00,proin at,lwiltshirel3,dvedntyevl3,#P759,#P240,#P944,#P55
1,Leonard,Cristofari,Juan Lopez,2020-12-20 14:20:00,massa,bpetell2,bvarnhaml2,#P758,#P241,#P437,#P562
3,Jaye,Hebble,Felipe Soto,2021-02-4 14:23:00,mus etiam vel augue vestibulum,craecroftl1,doldmeadowl1,#P757,#P242,#P943,#P56
3,Hamid,Byrth,Juan Lopez,2021-02-5 20:34:00,pellentesque volutpat dui,sgrocockl0,sblaycockl0,#P756,#P243,#P942,#P57
1,Alford,Kinnard,Felipe Soto,2020-09-29 15:13:00,proin eu mi nulla,bbiernackikz,kcellekz,#P755,#P244,#P436,#P563
0,Mureil,Maddra,Felipe Soto,2020-03-29 17:25:00,lectus vestibulum quam,ytournieky,iculyky,#P754,#P245,#P188,#P811
1,Johnna,Tourry,Juan Lopez,2020-07-19 13:23:00,eleifend quam a odio in,cstanniskx,ecanlandkx,#P753,#P246,#P435,#P564
3,Alessandra,Lansley,Felipe Soto,2020-10-28 19:04:00,pede ac,gokynsillaghekw,mbootonkw,#P752,#P247,#P941,#P58
1,Mayor,Leigh,Felipe Soto,2020-06-19 20:38:00,bfullardkv,rohrtkv,#P751,#P248,#P434,#P565,
3,Odessa,Espino,Felipe Soto,2021-01-18 22:43:00,neque aenean auctor gravida sem,dbeumantku,dgherardelliku,#P750,#P249,#P940,#P59
3,Reggis,Chauvey,Felipe Soto,2020-06-5 21:52:00,vulputate vitae nisl,mbraidenr2,naingellr2,#P974,#P25,#P995,#P4
2,Petunia,Curry,Felipe Soto,2021-03-21 17:41:00,mi nulla ac enim in,ggaiterkt,cjandlkt,#P749,#P250,#P706,#P293
1,Tomasina,Bichener,Juan Lopez,2020-09-13 16:39:00,posuere,sriggeks,cahearneks,#P748,#P251,#P433,#P566
3,Debera,Cardero,Felipe Soto,2020-06-24 17:53:00,quis tortor id nulla ultrices,lgookekr,eogilviekr,#P747,#P252,#P939,#P60
2,Lizzy,Thombleson,Felipe Soto,2021-01-28 19:02:00,lshewenkq,tmacgaffeykq,#P746,#P253,#P705,#P294,
3,Wilbert,Thynn,Felipe Soto,2021-03-11 15:02:00,non ligula,rbattramkp,croocroftkp,#P745,#P254,#P938,#P61
3,Stephen,McKeaney,Felipe Soto,2020-04-22 23:52:00,vitae ipsum,svanoortko,swestwoodko,#P744,#P255,#P937,#P62
0,Kalle,Crunkhurn,Felipe Soto,2020-10-27 19:20:00,ipsum dolor,delcumkn,tgisbournkn,#P743,#P256,#P187,#P812
1,Sadella,Creegan,Juan Lopez,2021-01-25 12:27:00,eros,dtrebbettkm,otimmeskm,#P742,#P257,#P432,#P567
1,Parrnell,Dandy,Juan Lopez,2020-05-25 21:45:00,cras,lcollecottkl,rmcevoykl,#P741,#P258,#P431,#P568
2,Chloris,Scrane,Felipe Soto,2020-05-6 13:57:00,venenatis turpis enim blandit,tblackallkk,ajakubovskikk,#P740,#P259,#P704,#P295
2,Suellen,Tomaszek,Felipe Soto,2020-07-28 18:14:00,condimentum curabitur,mheatonr1,echaiser1,#P973,#P26,#P766,#P233
2,Teddy,Wozencraft,Felipe Soto,2020-09-20 13:37:00,a ipsum integer a nibh,tmcgeaghkj,cardykj,#P739,#P260,#P703,#P296
2,Garwood,Benwell,Felipe Soto,2020-04-18 23:27:00,vel pede morbi porttitor,ssavoryki,ajoutapaitiski,#P738,#P261,#P702,#P297
2,Carmelita,Braund,Felipe Soto,2020-09-7 12:38:00,bfyfekh,devettskh,#P737,#P262,#P701,#P298,
3,Ange,Ennion,Juan Lopez,2020-07-16 19:44:00,velit nec nisi vulputate nonummy,bhumphriskg,tlocketkg,#P736,#P263,#P936,#P63
3,Bernarr,Attride,Felipe Soto,2020-04-6 19:37:00,pretium iaculis justo,apoatekf,kcatonnekf,#P735,#P264,#P935,#P64
3,Sydelle,Maruska,Felipe Soto,2020-11-18 17:27:00,pharetra magna vestibulum aliquet,bbrusleke,csavileke,#P734,#P265,#P934,#P65
3,Trace,Nathan,Felipe Soto,2020-09-24 16:26:00,vulputate justo in blandit ultrices,jjillardkd,gpachtakd,#P733,#P266,#P933,#P66
1,Birgit,Bettlestone,Juan Lopez,2020-11-23 20:21:00,erat nulla tempus vivamus in,fsturneykc,natleekc,#P732,#P267,#P430,#P569
0,Arnoldo,Ablitt,Juan Lopez,2021-03-20 16:50:00,porttitor,siddenskb,lboothkb,#P731,#P268,#P186,#P813
3,Raddie,Duffield,Juan Lopez,2020-04-23 19:38:00,praesent lectus,mstokoeka,tbullochka,#P730,#P269,#P932,#P67
2,Beale,Abraham,Juan Lopez,2020-11-10 12:53:00,ac tellus,twakemanr0,rroelofsenr0,#P972,#P27,#P765,#P234
1,Noland,Beccero,Felipe Soto,2020-06-15 19:54:00,sgrinleyk9,lmenicok9,#P729,#P270,#P429,#P570,
1,Melisande,Jellico,Felipe Soto,2020-09-26 12:21:00,orci mauris lacinia,gdoudneyk8,jcampeyk8,#P728,#P271,#P428,#P571
